id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,Fiction
PG31825,"Portia; Or, By Passions Rocked",Duchess,,1897.0,['en'],60.0,{'Fiction'},Text,1
PG31826,"Tales from ""Blackwood,"" Volume 1",Various,,,['en'],13.0,"{'Short stories', 'Fiction'}",Text,1
PG31832,"The Travellers: A Tale, Designed for Young People.","Sedgwick, Catharine Maria",1789.0,1867.0,['en'],7.0,"{'United States -- Description and travel -- Fiction', 'Canada -- Description and travel -- Fiction'}",Text,1
PG31835,Prisoners of Conscience,"Barr, Amelia E.",1831.0,1919.0,['en'],14.0,{'Shetland (Scotland) -- Fiction'},Text,1
PG31836,Better than Play,"Quiller-Couch, Mabel",,1924.0,['en'],5.0,"{'Christian life -- Fiction', 'Conduct of life -- Fiction', 'Motherless families -- Fiction'}",Text,1
PG31837,Little Wolf: A Tale of the Western Frontier,"Cornelius, Mary Ann Mann",1829.0,1918.0,['en'],3.0,"{'Temperance -- Fiction', 'Frontier and pioneer life -- United States -- Fiction'}",Text,1
PG31857,Strangers and Wayfarers,"Jewett, Sarah Orne",1849.0,1909.0,['en'],17.0,"{'New England -- Social life and customs -- Fiction', 'United States -- Social life and customs -- 19th century -- Fiction', 'Short stories, American'}",Text,1
PG31858,Ancestors: A Novel,"Atherton, Gertrude Franklin Horn",1857.0,1948.0,['en'],8.0,"{'Political fiction', 'Love stories', 'British -- United States -- Fiction', 'England -- Fiction', 'California -- Fiction'}",Text,1
PG31860,The Red Symbol,"Ironside, John",,,['en'],63.0,"{'British -- Russia -- Fiction', 'Mystery fiction', 'Adventure stories'}",Text,1
PG31863,La troisième jeunesse de Madame Prune,"Loti, Pierre",1850.0,1923.0,['fr'],13.0,{'Japan -- Fiction'},Text,1
PG31866,Hansford: A Tale of Bacon's Rebellion,"Tucker, St. George",1828.0,1862.0,['en'],37.0,"{'Hansford, Thomas, -1677 -- Fiction', ""Bacon's Rebellion, 1676 -- Fiction""}",Text,1
PG31869,The Lamplighter,"Cummins, Maria S. (Maria Susanna)",1827.0,1866.0,['en'],45.0,"{'Kindness -- Fiction', 'Diligence -- Fiction', 'Blind children -- Fiction', 'Christian life -- Fiction', 'Social status -- Fiction', 'Courtship -- Fiction', 'Success -- Fiction', 'Orphans -- Fiction', 'Child abuse -- Fiction', 'Poverty -- Fiction'}",Text,1
PG31873,Henry of Ofterdingen: A Romance.,Novalis,1772.0,1801.0,['en'],154.0,"{'Germany -- Fiction', 'Poets, German -- Fiction', 'Bildungsromans'}",Text,1
PG31879,Coelebs In Search of a Wife,"More, Hannah",1745.0,1833.0,['en'],36.0,"{'Mate selection -- Fiction', 'Didactic fiction', 'Christian fiction', 'Conduct of life -- Fiction'}",Text,1
PG31884,"A Guest at the Ludlow, and Other Stories","Nye, Bill",1850.0,1896.0,['en'],36.0,"{'Humorous stories, American', 'United States -- Social life and customs -- 19th century -- Fiction'}",Text,1
PG31886,Pretty Michal,"Jókai, Mór",1825.0,1904.0,['en'],10.0,{'Hungary -- Fiction'},Text,1
PG31892,The Old Die Rich,"Gold, H. L. (Horace Leonard)",1914.0,1996.0,['en'],23.0,"{'Time travel -- Fiction', 'Science fiction'}",Text,1
PG31897,You Don't Make Wine Like the Greeks Did,"Fisher, David E.",1932.0,,['en'],38.0,"{'Man-woman relationships -- Fiction', 'Psychological fiction', 'Time travel -- Fiction', 'Science fiction'}",Text,1
PG31898,The Bright Shawl,"Hergesheimer, Joseph",1880.0,1954.0,['en'],7.0,{'Cuba -- Fiction'},Text,1
PG31901,"Tom Burke Of ""Ours"", Volume I","Lever, Charles James",1806.0,1872.0,['en'],15.0,{'France -- History -- 1789-1900 -- Fiction'},Text,1
PG31902,"Tom Burke Of ""Ours"", Volume II","Lever, Charles James",1806.0,1872.0,['en'],11.0,{'France -- History -- 1789-1900 -- Fiction'},Text,1
PG31905,Contos,"Câmara, João da",1852.0,1908.0,['pt'],16.0,"{'Short stories, Portuguese', 'Fiction'}",Text,1
PG31906,Memorias de um pobre diabo,"Seabra, Bruno",1837.0,1876.0,['pt'],5.0,{'Fiction'},Text,1
PG31915,An Artist in Crime,"Ottolengui, Rodrigues",,1937.0,['en'],24.0,"{'Detective and mystery stories', 'Fiction'}",Text,1
PG31916,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 10","Stevenson, Robert Louis",1850.0,1894.0,['en'],24.0,"{'Scotland -- History -- 18th century -- Fiction', 'Christmas stories', 'Adventure and adventurers -- Fiction', 'Kidnapping -- Fiction', 'Historical fiction'}",Text,1
PG31917,A Divorciada,"Vieira, José Augusto",,,['pt'],13.0,{'Fiction'},Text,1
PG31922,Felony,"Causey, James",1924.0,2003.0,['en'],32.0,"{'Short stories', 'Human-alien encounters -- Fiction', 'Science fiction'}",Text,1
PG31924,Eden: An Episode,"Saltus, Edgar",1855.0,1921.0,['en'],10.0,{'Married women -- Fiction'},Text,1
PG31927,The Portal of Dreams,"Buck, Charles Neville",1879.0,1930.0,['en'],10.0,{'Fiction'},Text,1
PG31929,Big Pill,"Gallun, Raymond Z.",1911.0,1994.0,['en'],33.0,"{'Short stories', 'Space colonies -- Fiction', 'Science fiction'}",Text,1
PG31930,The Song of the Wolf,"Mayer, Frank",,,['en'],20.0,"{'Colorado -- Fiction', 'Ranch life -- Fiction'}",Text,1
PG31932,Contamination Crew,"Nourse, Alan Edward",1928.0,1992.0,['en'],25.0,"{'Short stories', 'Human-alien encounters -- Fiction', 'Science fiction'}",Text,1
PG31939,Le Bossu: Aventures de Cape et d'Épée. Volume 1,"Féval, Paul",1817.0,1887.0,['fr'],30.0,{'Revenge -- Fiction'},Text,1
PG31942,A Christian But a Roman,"Jókai, Mór",1825.0,1904.0,['en'],6.0,"{'Rome -- History -- Empire, 30 B.C.-284 A.D -- Fiction'}",Text,1
PG31943,Leonore Stubbs,"Walford, Lucy Bethia",1845.0,1915.0,['en'],7.0,"{'England -- Social life and customs -- 20th century -- Fiction', 'Families -- Fiction', 'Courtship -- Fiction', 'Widows -- Fiction'}",Text,1
PG31945,St. Peter's Umbrella: A Novel,"Mikszáth, Kálmán",1847.0,1910.0,['en'],27.0,{'Hungary -- Fiction'},Text,1
PG31964,Brknk's Bounty,"Sohl, Jerry",1913.0,2002.0,['en'],12.0,"{'Short stories', 'Human-alien encounters -- Fiction', 'Science fiction'}",Text,1
PG31971,"O crime do padre Amaro, scenas da vida devota","Queirós, Eça de",1845.0,1900.0,['pt'],69.0,"{'Catholic Church -- Portugal -- Fiction', 'Portugal -- Fiction', 'Priests -- Portugal -- Fiction'}",Text,1
PG31976,Derelict,"Nourse, Alan Edward",1928.0,1992.0,['en'],46.0,"{'Short stories', 'Science fiction', 'Space ships -- Fiction'}",Text,1
PG31981,The Eel,"DeFord, Miriam Allen",1888.0,1975.0,['en'],36.0,"{'Short stories', 'Criminals -- Fiction', 'Science fiction'}",Text,1
PG31983,"Les mystères du peuple,  Tome IV: Histoire d'une famille de prolétaires à travers les âges","Sue, Eugène",1804.0,1857.0,['fr'],5.0,{'France -- History -- Fiction'},Text,1
PG31984,A Life Sentence: A Novel,"Sergeant, Adeline",1851.0,1904.0,['en'],11.0,{'Fiction'},Text,1
PG31986,No Charge for Alterations,"Gold, H. L. (Horace Leonard)",1914.0,1996.0,['en'],14.0,"{'Physicians -- Fiction', 'Space colonies -- Fiction', 'Science fiction'}",Text,1
PG32020,Serão inquieto : contos,"Patrício, António",1878.0,1930.0,['pt'],22.0,"{'Short stories, Portuguese', 'Fiction'}",Text,1
PG32025,Forget Me Nearly,"Wallace, F. L. (Floyd L.)",1915.0,2004.0,['en'],17.0,"{'Psychological fiction', 'Identity (Psychology) -- Fiction', 'Science fiction'}",Text,1
PG32026,The World That Couldn't Be,"Simak, Clifford D.",1904.0,1988.0,['en'],98.0,"{'Farmers -- Fiction', 'Human-alien encounters -- Fiction', 'Science fiction', 'Hunting stories'}",Text,1
PG32029,Seed of the Arctic Ice,"Bates, Harry",1900.0,1981.0,['en'],62.0,"{'Arctic regions -- Fiction', 'Science fiction', 'Whaling -- Fiction', 'Submarines (Ships) -- Fiction'}",Text,1
PG32032,Second Variety,"Dick, Philip K.",1928.0,1982.0,['en'],1233.0,"{'War stories', 'Robots -- Fiction', 'Science fiction'}",Text,1
PG32036,The Unprotected Species,"Sturgis, Melvin",,,['en'],22.0,"{'Human-alien encounters -- Fiction', 'Science fiction'}",Text,1
PG32040,Diplomatic Immunity,"Sheckley, Robert",1928.0,2005.0,['en'],70.0,"{'Short stories', 'Human-alien encounters -- Fiction', 'Science fiction'}",Text,1
PG32042,Captain Macedoine's Daughter,"McFee, William",1881.0,1966.0,['en'],7.0,{'Fiction'},Text,1
PG32054,Stamped Caution,"Gallun, Raymond Z.",1911.0,1994.0,['en'],37.0,"{'Martians -- Fiction', 'Mars (Planet) -- Fiction', 'Human-alien encounters -- Fiction', 'Science fiction'}",Text,1
PG32055,The Hand,"Sohl, Jerry",1913.0,2002.0,['en'],12.0,"{'Short stories', 'Human-alien encounters -- Fiction', 'Science fiction'}",Text,1
PG32060,"Confessions Of Con Cregan, the Irish Gil Blas","Lever, Charles James",1806.0,1872.0,['en'],17.0,{'Ireland -- Fiction'},Text,1
PG32067,Atom Drive,"Fontenay, Charles L.",1917.0,2007.0,['en'],45.0,"{'Short stories', 'Space ships -- Fiction', 'Science fiction'}",Text,1
PG32071,The Banished: A Swabian Historical Tale,"Hauff, Wilhelm",1802.0,1827.0,['en'],12.0,"{'Ulrich, Duke of Württemberg, 1487-1550 -- Fiction'}",Text,1
PG32076,Brown John's Body,"Marks, Winston K.",1915.0,1979.0,['en'],33.0,"{'Horror tales', 'Short stories', 'Rats -- Fiction'}",Text,1
PG32078,Love Story,"Cox, Irving E.",,,['en'],60.0,"{'Short stories', 'Man-woman relationships -- Fiction', 'Science fiction'}",Text,1
PG32079,The Small World of M-75,"Clinton, Ed M.",1926.0,2006.0,['en'],43.0,"{'Short stories', 'Robots -- Fiction', 'Science fiction'}",Text,1
PG32082,A Rent In A Cloud,"Lever, Charles James",1806.0,1872.0,['en'],6.0,{'Fiction'},Text,1
PG32083,St. Patrick's Eve,"Lever, Charles James",1806.0,1872.0,['en'],9.0,"{'Fathers and sons -- Fiction', 'Ireland -- History -- 1800-1837 -- Fiction', 'Cholera -- Fiction', 'Landlords -- Fiction', 'Country life -- Ireland -- Fiction', 'Courtship -- Fiction', 'Ireland -- Economic conditions -- Fiction'}",Text,1
PG32085,Christine: A Fife Fisher Girl,"Barr, Amelia E.",1831.0,1919.0,['en'],17.0,"{'Young women -- Fiction', 'Fife (Scotland) -- Fiction', 'Fishers -- Fiction'}",Text,1
PG32087,The Executioner,"Riley, Frank",1915.0,1996.0,['en'],22.0,"{'Executions and executioners -- Fiction', 'Short stories', 'Science fiction'}",Text,1
PG32092,The Technique of Fiction Writing,"Dowst, Robert Saunders",1890.0,1959.0,['en'],18.0,{'Fiction -- Technique'},Text,1
PG32101,The Crimson Gardenia and Other Tales of Adventure,"Beach, Rex",1877.0,1949.0,['en'],8.0,"{'Short stories', 'Fiction', 'Adventure stories'}",Text,1
PG32102,Barclay of the Guides,"Strang, Herbert",,,['en'],15.0,"{'India -- History -- Sepoy Rebellion, 1857-1858 -- Fiction'}",Text,1
PG32106,Dusty Star,"Baker, Olaf",,,['en'],10.0,"{'Wolves -- Fiction', 'Indians of North America -- Fiction'}",Text,1
PG32107,The Vision of Elijah Berl,"Nason, Frank Lewis",1856.0,1928.0,['en'],7.0,{'California -- Fiction'},Text,1
PG32113,Madeleine,"Kock, Paul de",1793.0,1871.0,['fr'],4.0,{'Fiction'},Text,1
PG32114,Command,"McFee, William",1881.0,1966.0,['en'],8.0,"{'Fiction', 'Sea stories'}",Text,1
PG32115,Rose MacLeod,"Brown, Alice",1857.0,1948.0,['en'],67.0,{'Fiction'},Text,1
PG32116,When the Cock Crows,"Baily, Waldron",1871.0,1953.0,['en'],11.0,{'Fiction'},Text,1
PG32117,Eleven Possible Cases,"Fyles, Franklin",1847.0,1911.0,['en'],94.0,"{'Detective and mystery stories', 'Short stories', 'Fiction'}",Text,1
PG32126,Freudian Slip,"Abel, Franklin",,,['en'],35.0,"{'Short stories', 'Science fiction', 'Psychoanalysis -- Fiction'}",Text,1
PG32131,The Kenzie Report,"Clifton, Mark",1906.0,1963.0,['en'],43.0,"{'Short stories', 'Ants -- Fiction', 'Science fiction'}",Text,1
PG32132,"""Long Live the King!""","Boothby, Guy",1867.0,1905.0,['en'],11.0,{'Fiction'},Text,1
PG32133,The Graveyard of Space,"Marlowe, Stephen",1928.0,2008.0,['en'],51.0,"{'Space flight -- Fiction', 'Short stories', 'Married people -- Fiction', 'Science fiction'}",Text,1
PG32134,The Dictator,"Marlowe, Stephen",1928.0,2008.0,['en'],48.0,"{'Assassins -- Fiction', 'Short stories', 'Science fiction'}",Text,1
PG32137,The Men of the Moss-Hags: Being a history of adventure taken from the papers of William Gordon of Earlstoun in Galloway,"Crockett, S. R. (Samuel Rutherford)",1860.0,1914.0,['en'],16.0,"{'Covenanters -- Fiction', 'Scotland -- History -- 17th century -- Fiction'}",Text,1
PG32142,Marley's Chain,"Nourse, Alan Edward",1928.0,1992.0,['en'],20.0,"{'Short stories', 'Race relations -- Fiction', 'Science fiction'}",Text,1
PG32144,Jan Vedder's Wife,"Barr, Amelia E.",1831.0,1919.0,['en'],9.0,{'Shetland (Scotland) -- Fiction'},Text,1
PG32149,Unbegotten Child,"Marks, Winston K.",1915.0,1979.0,['en'],20.0,"{'Short stories', 'Science fiction', 'Pregnancy -- Fiction'}",Text,1
PG32150,Prison of a Billion Years,"Marlowe, Stephen",1928.0,2008.0,['en'],65.0,"{'Prisoners -- Fiction', 'Short stories', 'Time travel -- Fiction', 'Science fiction'}",Text,1
PG32152,The Widow [To Say Nothing of the Man],"Rowland, Helen",1876.0,,['en'],19.0,"{'Widows -- Fiction', 'Love stories', 'Courtship -- Fiction'}",Text,1
PG32154,The Variable Man,"Dick, Philip K.",1928.0,1982.0,['en'],500.0,"{'War stories', 'Weapons -- Fiction', 'Science fiction'}",Text,1
PG32160,Chain of Command,"Arr, Stephen",1921.0,2012.0,['en'],6.0,"{'Short stories', 'Mice -- Fiction', 'Science fiction'}",Text,1
PG32161,Tangle Hold,"Wallace, F. L. (Floyd L.)",1915.0,2004.0,['en'],19.0,"{'Venus (Planet) -- Fiction', 'Science fiction'}",Text,1
PG32169,Susanna and Sue,"Wiggin, Kate Douglas Smith",1856.0,1923.0,['en'],12.0,"{'Families -- Fiction', 'Shakers -- Fiction'}",Text,1
PG32179,Η βοσκοπούλα με τα μαργαριτάρια και άλλες μικρές ιστορίες,"Nirvanas, Paulos",1866.0,1937.0,['el'],18.0,"{'Fiction', 'Short stories, Greek'}",Text,1
PG32181,Do Unto Others,"Clifton, Mark",1906.0,1963.0,['en'],58.0,"{'Aunts -- Fiction', 'Human-alien encounters -- Fiction', 'Science fiction'}",Text,1
PG32185,Lord Stranleigh Abroad,"Barr, Robert",1850.0,1912.0,['en'],15.0,"{'Voyages and travels -- Fiction', 'British -- United States -- Fiction', 'Nobility -- Great Britain -- Fiction'}",Text,1
PG32186,"Tales from ""Blackwood,"" Volume 2",Various,,,['en'],7.0,"{'Short stories', 'Fiction'}",Text,1
PG32191,The Sentimental Vikings,"Risley, R. V. (Richard Voorhees)",1874.0,1904.0,['en'],13.0,"{'Vikings -- Fiction', 'Short stories, American'}",Text,1
PG32198,Cleek of Scotland Yard: Detective Stories,"Hanshew, Thomas W.",1857.0,1914.0,['en'],46.0,"{'Cleek, Hamilton (Fictitious character) -- Fiction', 'Detective and mystery stories'}",Text,1
PG32200,Sowing and Sewing: A Sexagesima Story,"Yonge, Charlotte M. (Charlotte Mary)",1823.0,1901.0,['en'],27.0,"{'Church work -- Fiction', 'Christian life -- Fiction', 'Young women -- Conduct of life -- Fiction', 'Villages -- Fiction'}",Text,1
PG32203,The Land of Long Ago,"Hall, Eliza Calvert",1856.0,1935.0,['en'],18.0,"{'Kentucky -- Fiction', 'Widows -- Fiction', 'Older women -- Fiction'}",Text,1
PG32204,"Hungarian Sketches in Peace and War: Constable's Miscellany of Foreign Literature, vol. 1","Jókai, Mór",1825.0,1904.0,['en'],10.0,"{'Hungary -- Fiction', 'Hungary -- History -- Uprising of 1848-1849 -- Fiction'}",Text,1
PG32207,A Mixture of Genius,"Castle, Arnold",,,['en'],36.0,"{'Fathers and sons -- Fiction', 'Short stories', 'Science fiction'}",Text,1
PG32208,The Star Lord,"Ellanby, Boyd",,,['en'],65.0,"{'Space flight -- Fiction', 'Science fiction'}",Text,1
PG32212,Clean Break,"Aycock, Roger D.",1914.0,2004.0,['en'],33.0,"{'Veterinarians -- Fiction', 'Short stories', 'Human-alien encounters -- Fiction', 'Science fiction'}",Text,1
PG32213,Hoiman and the Solar Circuit,"Dewey, G. Gordon",1916.0,,['en'],13.0,"{'Short stories', 'Wrestling -- Fiction', 'Wrestlers -- Fiction', 'Science fiction'}",Text,1
PG32214,Αργία : διήγημα,"Faltaits, Kostas",1891.0,1944.0,['el'],10.0,{'Fiction'},Text,1
PG32219,"The Marvellous History of the Shadowless Man, and The Cold Heart","Hauff, Wilhelm",1802.0,1827.0,['en'],45.0,"{'Fairy tales -- Germany', 'Conduct of life -- Fiction', 'Shades and shadows -- Fiction'}",Text,1
PG32220,A Captive of the Roman Eagles,"Dahn, Felix",1834.0,1912.0,['en'],11.0,"{'Rome -- History -- Germanic Invasions, 3rd-6th centuries -- Fiction'}",Text,1
PG32222,Felicitas: A Tale of the German Migrations: A.D. 476,"Dahn, Felix",1834.0,1912.0,['en'],14.0,"{'Migrations of nations -- Fiction', 'Salzburg (Austria : Land) -- History -- Fiction'}",Text,1
PG32224,Tom Brown's School Days,"Hughes, Thomas",1822.0,1896.0,['en'],14.0,"{'Bildungsromans', 'Endowed public schools (Great Britain) -- Fiction', 'Boys -- Fiction', 'England -- Fiction', 'Rugby School -- Fiction', 'Schools -- Fiction'}",Text,1
PG32229,High Man,"Clarke, Jay",,,['en'],6.0,"{'Inventions -- Fiction', 'Science fiction', 'Short stories', 'Epistolary fiction', 'Man-woman relationships -- Fiction'}",Text,1
PG32234,"The Lion of Janina; Or, The Last Days of the Janissaries: A Turkish Novel","Jókai, Mór",1825.0,1904.0,['en'],17.0,"{'Turkey -- History -- Mahmud II, 1808-1839 -- Fiction', 'Ali Pasa, Tepedelenli, 1744?-1822 -- Fiction', 'Janizaries -- Fiction'}",Text,1
PG32237,Assassin,"Bone, Jesse F. (Jesse Franklin)",1916.0,2006.0,['en'],104.0,"{'Assassins -- Fiction', 'Science fiction'}",Text,1
PG32238,A Thought For Tomorrow,"Gilbert, Robert E.",1924.0,1993.0,['en'],14.0,"{'Psychiatric hospital patients -- Fiction', 'Short stories', 'Parapsychology -- Fiction', 'Science fiction'}",Text,1
PG32243,Confidence Game,"McKimmey, James",1923.0,2011.0,['en'],39.0,"{'Self-confidence -- Fiction', 'Short stories', 'Businessmen -- Fiction', 'Science fiction'}",Text,1
PG32245,Jenny: Roman,"Undset, Sigrid",1882.0,1949.0,['no'],66.0,"{'Artists -- Fiction', 'Illegitimate children -- Fiction', 'Adultery -- Fiction', 'Young women -- Fiction', 'Painters -- Fiction'}",Text,1
PG32256,The Big Time,"Leiber, Fritz",1910.0,1992.0,['en'],135.0,"{'Science fiction', 'Time travel -- Fiction', 'War stories'}",Text,1
PG32271,"A Struggle for Rome, v. 1","Dahn, Felix",1834.0,1912.0,['en'],29.0,"{'Rome -- History -- Empire, 284-476 -- Fiction', 'Byzantine Empire -- Fiction'}",Text,1
PG32281,First Man,"Brown, Clyde",,,['en'],13.0,"{'Space flight to the moon -- Fiction', 'Short stories', 'Science fiction'}",Text,1
PG32284,The Hitch Hikers,"McCain, Vernon L.",,,['en'],24.0,"{'Science fiction', 'Short stories', 'Mars (Planet) -- Fiction', 'Human-alien encounters -- Fiction', 'Martians -- Fiction'}",Text,1
PG32285,Adventures of Bindle,"Jenkins, Herbert George",1876.0,1923.0,['en'],31.0,"{'Working class -- England -- Fiction', 'Humorous stories', 'World War, 1914-1918 -- England -- Fiction', 'Married people -- England -- Fiction', 'Bindle, Joseph (Fictitious character) -- Fiction'}",Text,1
PG32287,Know Thy Neighbor,"Lewis, Elisabeth R.",,,['en'],13.0,"{'Science fiction', 'Short stories', 'San Francisco (Calif.) -- Fiction', 'Neighbors -- Fiction', 'Apartment houses -- Fiction'}",Text,1
PG32296,Pero da Covilhan: Episodio Romantico do Seculo XV,"Brandão, Zephyrino",1842.0,1910.0,['pt'],5.0,"{'Covilhã, Pêro da -- Fiction'}",Text,1
PG32311,A Soldier's Trial: An Episode of the Canteen Crusade,"King, Charles",1844.0,1933.0,['en'],21.0,{'United States. Army -- Military life -- Fiction'},Text,1
PG32324,"Sam, This is You","Leinster, Murray",1896.0,1975.0,['en'],62.0,"{'Short stories', 'Telephone -- Fiction', 'Science fiction'}",Text,1
PG32325,The Adventures of Huckleberry Finn (Tom Sawyer's Comrade),"Twain, Mark",1835.0,1910.0,['en'],156.0,"{'Finn, Huckleberry (Fictitious character) -- Fiction', 'Male friendship -- Fiction', 'Fugitive slaves -- Fiction', 'Bildungsromans', 'Runaway children -- Fiction', 'Missouri -- Fiction', 'Humorous stories', 'Boys -- Fiction', 'Mississippi River -- Fiction', 'Adventure stories', 'Race relations -- Fiction'}",Text,1
PG32327,The Seventh Order,"Sohl, Jerry",1913.0,2002.0,['en'],17.0,"{'Short stories', 'Robots -- Fiction', 'Science fiction'}",Text,1
PG32330,"A Struggle for Rome, v. 2","Dahn, Felix",1834.0,1912.0,['en'],13.0,"{'Rome -- History -- Empire, 284-476 -- Fiction', 'Byzantine Empire -- Fiction'}",Text,1
PG32338,Toilers of the Sea,"Hugo, Victor",1802.0,1885.0,['en'],84.0,"{'Sailors -- Fiction', 'Guernsey (Channel Islands) -- Fiction', 'Channel Islands -- Fiction', 'French fiction -- 19th century', 'Fishers -- Fiction'}",Text,1
PG32340,The O'Donoghue: Tale of Ireland Fifty Years Ago,"Lever, Charles James",1806.0,1872.0,['en'],28.0,{'Ireland -- Fiction'},Text,1
PG32341,"Davenport Dunn, a Man of Our Day. Volume 1 (of 2)","Lever, Charles James",1806.0,1872.0,['en'],9.0,"{'Capitalists and financiers -- Fiction', 'Aristocracy (Social class) -- Great Britain -- Fiction'}",Text,1
PG32342,"Davenport Dunn, a Man of Our Day. Volume 2 (of 2)","Lever, Charles James",1806.0,1872.0,['en'],9.0,"{'Capitalists and financiers -- Fiction', 'Aristocracy (Social class) -- Great Britain -- Fiction'}",Text,1
PG32346,Keep Your Shape,"Sheckley, Robert",1928.0,2005.0,['en'],46.0,"{'Short stories', 'Extraterrestrial beings -- Fiction', 'Science fiction'}",Text,1
PG32347,Time Fuze,"Garrett, Randall",1927.0,1987.0,['en'],54.0,"{'Short stories', 'Space flight -- Fiction', 'Science fiction'}",Text,1
PG32353,The Mind Digger,"Marks, Winston K.",1915.0,1979.0,['en'],27.0,"{'Science fiction', 'Short stories', 'Dramatists -- Fiction', 'Memory -- Fiction', 'Psychological fiction'}",Text,1
PG32358,Timur: Novellen,"Edschmid, Kasimir",1890.0,1966.0,['de'],12.0,"{'Fiction', 'Short stories, German'}",Text,1
PG32360,The Holes Around Mars,"Bixby, Jerome",1923.0,1998.0,['en'],94.0,"{'Short stories', 'Mars (Planet) -- Fiction', 'Science fiction'}",Text,1
PG32361,The Prophetic Camera,"McGreevey, John",1922.0,2010.0,['en'],11.0,"{'Short stories', 'Science fiction', 'Photography -- Fiction'}",Text,1
PG32366,Et Aar,"Nielsen, Antonius",1894.0,,['da'],9.0,{'Fiction'},Text,1
PG32377,"A Struggle for Rome, v. 3","Dahn, Felix",1834.0,1912.0,['en'],14.0,"{'Rome -- History -- Empire, 284-476 -- Fiction', 'Byzantine Empire -- Fiction'}",Text,1
PG32380,O Romance d'uma cantora,"Sirven, Alfred",1838.0,1900.0,['pt'],10.0,{'Fiction'},Text,1
PG32382,Old Friends and New,"Jewett, Sarah Orne",1849.0,1909.0,['en'],16.0,"{'New England -- Social life and customs -- Fiction', 'United States -- Social life and customs -- 19th century -- Fiction', 'Short stories, American'}",Text,1
PG32385,Die Fürstin,"Edschmid, Kasimir",1890.0,1966.0,['de'],21.0,{'Fiction'},Text,1
PG32388,The New Warden,"Ritchie, David G. (David George), Mrs.",,,['en'],6.0,"{'Mate selection -- Fiction', 'Love stories', 'University of Oxford -- Fiction', 'English fiction'}",Text,1
PG32390,Black Man's Burden,"Reynolds, Mack",1917.0,1983.0,['en'],56.0,"{'Africa -- Fiction', 'Science fiction'}",Text,1
PG32391,Aus tiefem Schacht,"Zobeltitz, Fedor von",1857.0,1934.0,['de'],13.0,{'Fiction'},Text,1
PG32393,"Toby Tyler; Or, Ten Weeks with a Circus","Otis, James",1848.0,1912.0,['en'],12.0,"{'Circus -- Fiction', 'Runaways -- Fiction'}",Text,1
PG32394,The Torch Bearer,"Marquis, Reina Melcher",1881.0,,['en'],6.0,"{'Women authors -- Fiction', 'Married women -- Fiction', 'Mothers -- Fiction'}",Text,1
PG32395,No Strings Attached,"Del Rey, Lester",1915.0,1993.0,['en'],63.0,"{'Short stories', 'Fantasy fiction', 'Jinn -- Fiction'}",Text,1
PG32396,Oogie Finds Love,"Livingston, Berkeley",1909.0,1975.0,['en'],9.0,"{'Science fiction', 'Short stories', 'Prehistoric peoples -- Fiction', 'Wrestlers -- Fiction', 'Wrestling -- Fiction'}",Text,1
PG32413,At the Post,"Gold, H. L. (Horace Leonard)",1914.0,1996.0,['en'],21.0,"{'Married people -- Fiction', 'Psychiatric hospital patients -- Fiction', 'Science fiction'}",Text,1
PG32416,Way of a Rebel,"Miller, Walter M.",1923.0,1996.0,['en'],25.0,"{'Short stories', 'Submarines (Ships) -- Fiction', 'Science fiction', 'War stories'}",Text,1
PG32424,Arthur O'Leary: His Wanderings And Ponderings In Many Lands,"Lever, Charles James",1806.0,1872.0,['en'],21.0,{'Fiction'},Text,1
PG32425,"Maurice Tiernay, Soldier of Fortune","Lever, Charles James",1806.0,1872.0,['en'],16.0,"{'Soldiers of fortune -- Fiction', 'France -- History -- Consulate and First Empire, 1799-1815 -- Fiction', 'Adventure stories, English'}",Text,1
PG32428,The Brightener,"Williamson, C. N. (Charles Norris)",1859.0,1920.0,['en'],50.0,{'Fiction'},Text,1
PG32429,The Mountain Girl,"Erskine, Payne",1854.0,1924.0,['en'],18.0,"{'Love stories', 'Frontier and pioneer life -- Southern States -- Fiction', 'Mountain people -- Southern States -- Fiction'}",Text,1
PG32432,Fidelity: A Novel,"Glaspell, Susan",1876.0,1948.0,['en'],30.0,"{'Adultery -- Fiction', 'Young women -- Fiction', 'United States -- Social life and customs -- 20th century -- Fiction', 'Family -- Fiction'}",Text,1
PG32436,Duel on Syrtis,"Anderson, Poul",1926.0,2001.0,['en'],169.0,"{'Short stories', 'Mars (Planet) -- Fiction', 'Science fiction'}",Text,1
PG32439,"The Doctor, his Wife, and the Clock","Green, Anna Katharine",1846.0,1935.0,['en'],40.0,"{'Detective and mystery stories', 'Fiction'}",Text,1
PG32442,Gertrude's Marriage,"Heimburg, W.",1850.0,1912.0,['en'],7.0,{'Married people -- Fiction'},Text,1
PG32448,The Statue,"Wolf, Mari",1927.0,,['en'],13.0,"{'Older people -- Fiction', 'Science fiction', 'Married people -- Fiction', 'Mars (Planet) -- Fiction', 'Short stories', 'Space colonies -- Fiction'}",Text,1
PG32455,Christmas Eve and Christmas Day: Ten Christmas stories,"Hale, Edward Everett",1822.0,1909.0,['en'],21.0,"{'United States -- Social life and customs -- 19th century -- Fiction', 'Christmas stories, American'}",Text,1
