id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,Fiction
PG4519,The Descent of Man and Other Stories,"Wharton, Edith",1862.0,1937.0,['en'],75.0,"{'Short stories', 'New York (N.Y.) -- Social life and customs -- Fiction'}",Text,1
PG4520,Aaron's Rod,"Lawrence, D. H. (David Herbert)",1885.0,1930.0,['en'],79.0,"{'Bohemianism -- Fiction', 'Male friendship -- Fiction', 'Runaway husbands -- Fiction', 'London (England) -- Fiction', 'Picaresque literature', 'Florence (Italy) -- Fiction', 'Adultery -- Fiction'}",Text,1
PG4526,Born in Exile,"Gissing, George",1857.0,1903.0,['en'],37.0,"{'English fiction -- 19th century', 'England -- Social life and customs -- 19th century -- Fiction'}",Text,1
PG4528,The Heart's Highway: A Romance of Virginia in the Seventeenth Century,"Freeman, Mary Eleanor Wilkins",1852.0,1930.0,['en'],8.0,"{'Virginia -- History -- Colonial period, ca. 1600-1775 -- Fiction'}",Text,1
PG4534,Sylvia's Lovers — Volume 1,"Gaskell, Elizabeth Cleghorn",1810.0,1865.0,['en'],17.0,"{'Women -- England -- Fiction', 'Yorkshire (England) -- Fiction', 'Man-woman relationships -- Fiction', 'Historical fiction'}",Text,1
PG4535,Sylvia's Lovers — Volume 2,"Gaskell, Elizabeth Cleghorn",1810.0,1865.0,['en'],14.0,"{'Women -- England -- Fiction', 'Man-woman relationships -- Fiction', 'Yorkshire (England) -- Fiction', 'Historical fiction'}",Text,1
PG4536,Sylvia's Lovers — Volume 3,"Gaskell, Elizabeth Cleghorn",1810.0,1865.0,['en'],15.0,"{'Women -- England -- Fiction', 'Yorkshire (England) -- Fiction', 'Man-woman relationships -- Fiction', 'Historical fiction'}",Text,1
PG4537,Sylvia's Lovers — Complete,"Gaskell, Elizabeth Cleghorn",1810.0,1865.0,['en'],106.0,"{'Women -- England -- Fiction', 'Yorkshire (England) -- Fiction', 'Man-woman relationships -- Fiction', 'Historical fiction'}",Text,1
PG4539,Back to God's Country and Other Stories,"Curwood, James Oliver",1878.0,1927.0,['en'],12.0,"{'Canada -- Fiction', 'Short stories, American'}",Text,1
PG4540,In His Steps,"Sheldon, Charles M.",1857.0,1946.0,['en'],186.0,"{'Jesus Christ -- Influence -- Fiction', 'Clergy -- Fiction', 'Christian fiction'}",Text,1
PG4541,The Crown of Life,"Gissing, George",1857.0,1903.0,['en'],12.0,"{'England -- Social life and customs -- 19th century -- Fiction', 'London (England) -- Fiction'}",Text,1
PG4548,Cinq Semaines En Ballon,"Verne, Jules",1828.0,1905.0,['fr'],80.0,"{'Africa -- Fiction', 'Science fiction', 'Voyages and travels -- Fiction', 'Balloons -- Fiction', 'Adventure stories'}",Text,1
PG4552,The Border Legion,"Grey, Zane",1872.0,1939.0,['en'],138.0,"{'Gold mines and mining -- Fiction', 'Love stories', 'Triangles (Interpersonal relations) -- Fiction', 'Western stories', 'Montana -- Fiction', 'Outlaws -- Fiction', 'Kidnapping victims -- Fiction'}",Text,1
PG4553,St. Elmo,"Evans, Augusta J. (Augusta Jane)",1835.0,1909.0,['en'],17.0,"{'Domestic fiction', 'Alabama -- History -- Civil War, 1861-1865 -- Fiction', 'War stories'}",Text,1
PG4558,Barry Lyndon,"Thackeray, William Makepeace",1811.0,1863.0,['en'],254.0,"{'Rogues and vagabonds -- Fiction', 'Satire', 'Humorous stories', 'Irish -- Foreign countries -- Fiction', 'Ireland -- Fiction', 'Gamblers -- Fiction', 'Europe -- Fiction'}",Text,1
PG4559,Poil de Carotte,"Renard, Jules",1864.0,1910.0,['fr'],32.0,"{'Families -- France -- Fiction', 'Mothers and sons -- Fiction', 'French fiction', 'Boys -- Fiction'}",Text,1
PG4572,粉妝樓1-10回,"Luo, Guanzhong",,,['zh'],5.0,"{'China -- History -- Tang dynasty, 618-907 -- Fiction'}",Text,1
PG4573,粉妝樓11-20回,"Luo, Guanzhong",,,['zh'],4.0,"{'China -- History -- Tang dynasty, 618-907 -- Fiction'}",Text,1
PG4574,粉妝樓21-30回,"Luo, Guanzhong",,,['zh'],3.0,"{'China -- History -- Tang dynasty, 618-907 -- Fiction'}",Text,1
PG4575,粉妝樓31-40回,"Luo, Guanzhong",,,['zh'],1.0,"{'China -- History -- Tang dynasty, 618-907 -- Fiction'}",Text,1
PG4576,粉妝樓41-50回,"Luo, Guanzhong",,,['zh'],4.0,"{'China -- History -- Tang dynasty, 618-907 -- Fiction'}",Text,1
PG4577,粉妝樓51-60回,"Luo, Guanzhong",,,['zh'],4.0,"{'China -- History -- Tang dynasty, 618-907 -- Fiction'}",Text,1
PG4578,粉妝樓61-70回,"Luo, Guanzhong",,,['zh'],3.0,"{'China -- History -- Tang dynasty, 618-907 -- Fiction'}",Text,1
PG4579,粉妝樓71-80回,"Luo, Guanzhong",,,['zh'],2.0,"{'China -- History -- Tang dynasty, 618-907 -- Fiction'}",Text,1
PG4580,粉妝樓,"Luo, Guanzhong",,,['zh'],8.0,"{'China -- History -- Tang dynasty, 618-907 -- Fiction'}",Text,1
PG4581,The Thrall of Leif the Lucky: A Story of Viking Days,"Liljencrantz, Ottilie A. (Ottilia Adelina)",1876.0,1910.0,['en'],21.0,"{'America -- Discovery and exploration -- Fiction', 'Northmen -- Fiction', 'Discoveries in geography -- Fiction', 'Leiv Eiriksson, -approximately 1020 -- Fiction', 'Vikings -- Fiction', 'Historical fiction'}",Text,1
PG4585,God's Country—And the Woman,"Curwood, James Oliver",1878.0,1927.0,['en'],26.0,"{'Canada -- Fiction', 'Western stories', 'Northwest, Canadian -- Fiction'}",Text,1
PG4586,"Danger; Or, Wounded in the House of a Friend","Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],10.0,{'Temperance -- Fiction'},Text,1
PG4588,"The Allen House; Or, Twenty Years Ago and Now","Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],10.0,"{'American fiction -- 19th century', 'Conduct of life -- Fiction'}",Text,1
PG4592,Cast Adrift,"Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],14.0,{'Temperance -- Fiction'},Text,1
PG4593,"Friends and Neighbors; Or, Two Ways of Living in the World",,,,['en'],29.0,"{'Short stories', 'Conduct of life -- Fiction'}",Text,1
PG4596,Unknown to History: A Story of the Captivity of Mary of Scotland,"Yonge, Charlotte M. (Charlotte Mary)",1823.0,1901.0,['en'],40.0,"{'Scotland -- History -- Mary Stuart, 1542-1567 -- Fiction', 'Biographical fiction', 'Great Britain -- History -- Elizabeth, 1558-1603 -- Fiction', 'Queens -- Scotland -- Fiction', 'Mary, Queen of Scots, 1542-1587 -- Fiction'}",Text,1
PG4599,The Small House at Allington,"Trollope, Anthony",1815.0,1882.0,['en'],135.0,"{'Domestic fiction', 'Barsetshire (England: Imaginary place) -- Fiction', 'Clergy -- Fiction'}",Text,1
PG4600,A Hazard of New Fortunes — Complete,"Howells, William Dean",1837.0,1920.0,['en'],27.0,"{'Middle-aged persons -- Fiction', 'Domestic fiction', 'Social classes -- Fiction', 'Married people -- Fiction', 'Moving, Household -- Fiction', 'New York (N.Y.) -- Fiction', 'City and town life -- Fiction'}",Text,1
PG4601,Papa Hamlet,"Holmsen, Bjarne P. (Bjarne Peter)",,,['de'],10.0,{'Europe -- Social life and customs -- 19th century -- Fiction'},Text,1
PG4603,In the Wilderness,"Hichens, Robert",1864.0,1950.0,['en'],17.0,"{'Married people -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Man-woman relationships -- Fiction', 'English fiction -- 20th century'}",Text,1
PG4605,Basil,"Collins, Wilkie",1824.0,1889.0,['en'],65.0,"{'Fathers and sons -- Fiction', 'Revenge -- Fiction', 'England -- Fiction', 'Inheritance and succession -- Fiction', 'Young men -- Psychology -- Fiction'}",Text,1
PG4606,It Is Never Too Late to Mend,"Reade, Charles",1814.0,1884.0,['en'],35.0,{'Great Britain -- Social conditions -- 19th century -- Fiction'},Text,1
PG4607,"Love Me Little, Love Me Long","Reade, Charles",1814.0,1884.0,['en'],31.0,"{'Mate selection -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Courtship -- Fiction'}",Text,1
PG4612,The Altar Fire,"Benson, Arthur Christopher",1862.0,1925.0,['en'],5.0,"{'Suffering -- Fiction', 'Diary fiction', 'Authors -- Fiction'}",Text,1
PG4617,"Woman's Trials; Or, Tales and Sketches from the Life around Us","Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],9.0,"{'Women -- Fiction', 'Women -- Conduct of life -- Fiction'}",Text,1
PG4618,Words for the Wise,"Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],19.0,{'Conduct of life -- Fiction'},Text,1
PG4619,"Words of Cheer for the Tempted, the Toiling, and the Sorrowing","Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],4.0,"{'Christian life', 'Conduct of life', 'Conduct of life -- Fiction', 'Christian life -- Fiction'}",Text,1
PG4620,The Wedding Guest: A Friend of the Bride and Bridegroom,,,,['en'],27.0,"{'Didactic fiction', 'Marriage -- Fiction'}",Text,1
PG4621,"The Two Wives; Or, Lost and Won","Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],8.0,"{'Married people -- Fiction', 'Temperance -- Fiction'}",Text,1
PG4622,Trials and Confessions of a Housekeeper,"Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],21.0,"{'Housewives -- Fiction', 'Home economics -- Fiction', 'Housekeeping -- Fiction'}",Text,1
PG4623,The Son of My Friend,"Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],11.0,{'Temperance -- Fiction'},Text,1
PG4624,"Off-Hand Sketches, a Little Dashed with Humor","Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],10.0,"{'Short stories', 'Fiction'}",Text,1
PG4625,"Lizzy Glenn; Or, The Trials of a Seamstress","Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],8.0,{'Women dressmakers -- Fiction'},Text,1
PG4626,Married Life; Its Shadows and Sunshine,"Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],5.0,{'Married people -- Fiction'},Text,1
PG4627,The Lights and Shadows of Real Life,"Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],15.0,"{'Temperance -- Fiction', 'Conduct of life -- Fiction'}",Text,1
PG4628,"The Iron Rule; Or, Tyranny in the Household","Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],24.0,"{'Didactic fiction', 'Family life -- Fiction', 'Marriage -- Fiction'}",Text,1
PG4629,Home Scenes and Home Influence; a series of tales and sketches,"Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],5.0,"{'Domestic fiction', 'Didactic fiction', 'Family life -- Fiction', 'Marriage -- Fiction'}",Text,1
PG4630,The Home Mission,"Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],4.0,"{'Didactic fiction', 'Family life -- Fiction', 'Marriage -- Fiction'}",Text,1
PG4631,"The Hand but Not the Heart; Or, The Life-Trials of Jessie Loring","Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],9.0,"{'Married women -- Conduct of life -- Fiction', 'Man-woman relationships -- Fiction', 'Women -- Conduct of life -- Fiction', 'Marriage -- Religious aspects -- Fiction'}",Text,1
PG4632,The Good Time Coming,"Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],3.0,{'Fiction'},Text,1
PG4633,Philip Steele of the Royal Northwest Mounted Police,"Curwood, James Oliver",1878.0,1927.0,['en'],33.0,"{'Royal Canadian Mounted Police -- Fiction', 'Mounted police -- Fiction', 'Western stories', 'Northwest, Canadian -- Fiction'}",Text,1
PG4634,Uncle William: The Man Who Was Shif'less,"Lee, Jennette",1860.0,1951.0,['en'],10.0,{'Fiction'},Text,1
PG4644,The Adventures of Mr. Verdant Green,"Bede, Cuthbert",1827.0,1889.0,['en'],21.0,{'University of Oxford -- Fiction'},Text,1
PG4645,The Landlord at Lion's Head — Complete,"Howells, William Dean",1837.0,1920.0,['en'],12.0,"{'Artists -- Fiction', 'Massachusetts -- Fiction'}",Text,1
PG4646,Their Silver Wedding Journey — Complete,"Howells, William Dean",1837.0,1920.0,['en'],4.0,"{'Americans -- Europe -- Fiction', 'Transatlantic voyages -- Fiction'}",Text,1
PG4647,"Zadig, ou la Destinée, histoire orientale",Voltaire,1694.0,1778.0,['fr'],69.0,"{'Political fiction, French', 'Manners and customs -- Fiction', 'French literature -- 18th century'}",Text,1
PG4650,"Candide, ou, L'optimisme",Voltaire,1694.0,1778.0,['fr'],235.0,"{'Satire', 'Optimism -- Fiction'}",Text,1
PG4653,God's Good Man: A Simple Love Story,"Corelli, Marie",1855.0,1924.0,['en'],8.0,"{'Love stories', 'Fiction'}",Text,1
PG4659,"Lady Hester; Or, Ursula's Narrative","Yonge, Charlotte M. (Charlotte Mary)",1823.0,1901.0,['en'],11.0,"{'Domestic fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Upper class -- England -- History -- 19th century -- Fiction', 'Canada -- History -- 1763-1867 -- Fiction'}",Text,1
PG4660,Timothy Crump's Ward: A Story of American Life,"Alger, Horatio, Jr.",1832.0,1899.0,['en'],22.0,"{'Detective and mystery stories', 'Counterfeits and counterfeiting -- Fiction', 'Foundlings -- Fiction', 'New York (N.Y.) -- History -- 1775-1865 -- Fiction', 'Conduct of life -- Fiction', 'Philadelphia (Pa.) -- History -- 19th century -- Fiction', 'Kidnapping -- Fiction'}",Text,1
PG4669,"Town and Country; Or, Life at Home and Abroad, Without and Within Us","Adams, John S. (John Stowell)",,1893.0,['en'],3.0,"{'United States -- Social life and customs -- Fiction', 'American poetry -- 19th century', 'United States -- Social life and customs -- Poetry', 'Short stories, American'}",Text,1
PG4670,Lightfoot the Deer,"Burgess, Thornton W. (Thornton Waldo)",1874.0,1965.0,['en'],24.0,"{'Deer -- Fiction', 'Forest animals -- Fiction'}",Text,1
PG4674,Tennessee's Partner,"Harte, Bret",1836.0,1902.0,['en'],8.0,"{'California -- Fiction', 'Western stories'}",Text,1
PG4675,"The Sea-Witch; Or, The African Quadroon: A Story of the Slave Coast","Ballou, Maturin Murray",1820.0,1895.0,['en'],41.0,{'Slave trade -- Africa -- Fiction'},Text,1
PG4676,Outpost,"Austin, Jane G. (Jane Goodwin)",1831.0,1894.0,['en'],10.0,{'Fiction'},Text,1
PG4677,"Our World; Or, the Slaveholder's Daughter","Adams, F. Colburn (Francis Colburn)",,,['en'],22.0,"{'Slaveholders -- Fiction', 'African Americans -- Fiction'}",Text,1
PG4680,"Manuel Pereira; Or, The Sovereign Rule of South Carolina","Adams, F. Colburn (Francis Colburn)",,,['en'],13.0,"{'Pereira, Manuel -- Fiction', 'Biographical fiction', 'African Americans -- Fiction', 'South Carolina -- Fiction'}",Text,1
PG4684,The U. P. Trail,"Grey, Zane",1872.0,1939.0,['en'],136.0,"{'Surveyors -- Fiction', 'Railroads -- Design and construction -- Fiction', 'Love stories', 'Union Pacific Railroad Company -- Fiction', 'Western stories', 'Wyoming -- Fiction', 'Kidnapping victims -- Fiction'}",Text,1
PG4687,Saturday's Child,"Norris, Kathleen Thompson",1880.0,1966.0,['en'],44.0,"{'Women employees -- Fiction', 'Female friendship -- Fiction', 'San Francisco (Calif.) -- Fiction', 'Bookkeepers -- Fiction', 'Man-woman relationships -- Fiction'}",Text,1
PG4694,Mademoiselle of Monte Carlo,"Le Queux, William",1864.0,1927.0,['en'],16.0,"{'Detective and mystery stories', 'Monte-Carlo (Monaco) -- Fiction'}",Text,1
PG4698,Whitefoot the Wood Mouse,"Burgess, Thornton W. (Thornton Waldo)",1874.0,1965.0,['en'],27.0,"{'Forests and forestry -- Fiction', 'Mice -- Fiction', 'Forest animals -- Fiction', 'Survival -- Fiction'}",Text,1
PG4702,The Flaming Forest,"Curwood, James Oliver",1878.0,1927.0,['en'],19.0,"{'Wilderness areas -- Fiction', 'Northwest, Canadian -- Fiction', 'Royal Canadian Mounted Police -- Fiction', 'Western stories', 'Mounted police -- Fiction'}",Text,1
PG4703,Flower of the North: A Modern Romance,"Curwood, James Oliver",1878.0,1927.0,['en'],12.0,{'Canada -- Fiction'},Text,1
PG4704,Nomads of the North: A Story of Romance and Adventure under the Open Stars,"Curwood, James Oliver",1878.0,1927.0,['en'],29.0,"{'Bears -- Fiction', 'Dogs -- Fiction', 'Adventure stories', 'Friendship -- Fiction'}",Text,1
PG4706,"Yama [The Pit], a Novel in Three Parts","Kuprin, A. I. (Aleksandr Ivanovich)",1870.0,1938.0,['en'],35.0,"{'Prostitutes -- Russia -- Fiction', 'Russia -- Fiction', 'Russian fiction -- Translations into English'}",Text,1
PG4707,The Valley of Silent Men: A Story of the Three River Country,"Curwood, James Oliver",1878.0,1927.0,['en'],19.0,"{'Athabasca (Alta.) -- Fiction', 'Athabasca River Valley (Alta.) -- Fiction', 'Royal North West Mounted Police (Canada) -- Fiction', 'Western stories', 'Mounted police -- Fiction'}",Text,1
PG4709,Brewster's Millions,"McCutcheon, George Barr",1866.0,1928.0,['en'],349.0,"{'Young men -- Fiction', 'Bildungsromans', 'Humorous stories', 'Inheritance and succession -- Fiction', 'Millionaires -- Fiction'}",Text,1
PG4712,The Landloper: The Romance of a Man on Foot,"Day, Holman",1865.0,1935.0,['en'],13.0,"{'Water-supply -- Fiction', 'Political corruption -- Fiction'}",Text,1
PG4714,Mr. Achilles,"Lee, Jennette",1860.0,1951.0,['en'],15.0,"{'Children of the rich -- Fiction', 'Greeks -- United States -- Fiction', 'Chicago (Ill.) -- Fiction', 'Friendship -- Fiction'}",Text,1
PG4717,Autour de la Lune,"Verne, Jules",1828.0,1905.0,['fr'],18.0,"{'Space ships -- Fiction', 'Science fiction', 'Space flight to the moon -- Fiction', 'Manned space flight -- Fiction', 'Moon -- Fiction'}",Text,1
PG4719,Wacousta : a tale of the Pontiac conspiracy — Volume 1,"Richardson, Major (John)",1796.0,1852.0,['en'],7.0,"{""Pontiac's Conspiracy, 1763-1765 -- Fiction""}",Text,1
PG4720,Wacousta : a tale of the Pontiac conspiracy — Volume 2,"Richardson, Major (John)",1796.0,1852.0,['en'],32.0,"{""Pontiac's Conspiracy, 1763-1765 -- Fiction""}",Text,1
PG4721,Darkness and Daylight: A Novel,"Holmes, Mary Jane",1825.0,1907.0,['en'],13.0,"{'Mental illness -- Fiction', 'Love stories', 'Marriage -- Fiction', 'Guardian and ward -- Fiction', 'Blind -- Fiction'}",Text,1
PG4729,Observations By Mr. Dooley,"Dunne, Finley Peter",1867.0,1936.0,['en'],21.0,"{'Dooley, Mr. (Fictitious character) -- Fiction', 'Irish Americans -- Fiction'}",Text,1
PG4731,Seven Little Australians,"Turner, Ethel Sybil",1870.0,1958.0,['en'],219.0,"{'Family life -- Australia -- Fiction', 'Australia -- History -- 1788-1900 -- Fiction', 'Brothers and sisters -- Fiction'}",Text,1
PG4733,When Egypt Went Broke: A Novel,"Day, Holman",1865.0,1935.0,['en'],22.0,{'Fiction'},Text,1
PG4734,The Grim Smile of the Five Towns,"Bennett, Arnold",1867.0,1931.0,['en'],21.0,"{'Middle class -- Fiction', 'Domestic fiction', 'Stoke-on-Trent (England) -- Fiction', 'Pottery industry -- Fiction', 'Staffordshire (England) -- Fiction', 'City and town life -- Fiction'}",Text,1
PG4735,The Shepherd of the Hills,"Wright, Harold Bell",1872.0,1944.0,['en'],83.0,"{'Allegories', 'Ozark Mountains -- Fiction', 'Clergy -- Fiction', 'Christian fiction'}",Text,1
PG4743,The Country Beyond: A Romance of the Wilderness,"Curwood, James Oliver",1878.0,1927.0,['en'],34.0,"{'Wilderness areas -- Fiction', 'Western stories'}",Text,1
PG4744,Ten Nights in a Bar Room,"Arthur, T. S. (Timothy Shay)",1809.0,1885.0,['en'],20.0,"{'Temperance -- Fiction', 'Christian fiction'}",Text,1
PG4745,At the Villa Rose,"Mason, A. E. W. (Alfred Edward Woodley)",1865.0,1948.0,['en'],46.0,"{'Detective and mystery stories', 'Fiction'}",Text,1
PG4746,Kennedy Square,"Smith, Francis Hopkinson",1838.0,1915.0,['en'],8.0,{'Southern States -- Social life and customs -- 1775-1865 -- Fiction'},Text,1
PG4747,The River's End,"Curwood, James Oliver",1878.0,1927.0,['en'],23.0,{'Royal Canadian Mounted Police -- Fiction'},Text,1
PG4748,"Baree, Son of Kazan","Curwood, James Oliver",1878.0,1927.0,['en'],17.0,"{'Nature stories', 'Dogs -- Fiction', 'Wolves -- Fiction', 'Western stories'}",Text,1
PG4760,"Tillie, a Mennonite Maid; a Story of the Pennsylvania Dutch","Martin, Helen Reimensnyder",1868.0,1939.0,['en'],22.0,"{'Pennsylvania Dutch Country (Pa.) -- Fiction', 'Mennonites -- Pennsylvania -- Fiction', 'Pennsylvania Dutch -- Fiction', 'Farmers -- Fiction', 'Pennsylvania -- Fiction'}",Text,1
PG4761,The Cossacks: A Tale of 1852,"Tolstoy, Leo, graf",1828.0,1910.0,['en'],137.0,"{'Russia -- History -- Nicholas I, 1825-1855 -- Fiction', 'Caucasus -- Fiction'}",Text,1
PG4770,Work: A Story of Experience,"Alcott, Louisa May",1832.0,1888.0,['en'],43.0,"{'Young women -- Fiction', 'Feminist fiction', 'Bildungsromans', 'Women -- Employment -- Fiction'}",Text,1
PG4777,Strong as Death,"Maupassant, Guy de",1850.0,1893.0,['en'],106.0,"{'Painters -- France -- Fiction', 'Man-woman relationships -- Fiction', 'Paris (France) -- Fiction', 'Jealousy -- Fiction'}",Text,1
PG4778,Sipurim (Stories),"Vaknin, Samuel",1961.0,,['he'],61.0,"{'Short stories', 'Fiction'}",Text,1
PG4785,Pêcheur d'Islande,"Loti, Pierre",1850.0,1923.0,['fr'],37.0,"{'Iceland -- Fiction', 'Fishers -- Fiction'}",Text,1
PG4787,The Story of Julia Page,"Norris, Kathleen Thompson",1880.0,1966.0,['en'],27.0,"{'Runaway husbands -- Fiction', 'Women -- Fiction', 'Social settlements -- Fiction', 'Marriage -- Fiction'}",Text,1
PG4789,Black Caesar's Clan : A Florida Mystery Story,"Terhune, Albert Payson",1872.0,1942.0,['en'],9.0,"{'Everglades (Fla.) -- Fiction', 'Mystery fiction', 'Florida -- Fiction', 'Adventure stories'}",Text,1
PG4790,Half a Rogue,"MacGrath, Harold",1871.0,1932.0,['en'],25.0,{'Fiction'},Text,1
PG4791,Voyage au Centre de la Terre,"Verne, Jules",1828.0,1905.0,['fr'],214.0,"{'Voyages, Imaginary -- Fiction', 'Science fiction', 'Earth (Planet) -- Core -- Fiction', 'Adventure stories'}",Text,1
PG4792,In Freedom's Cause : A Story of Wallace and Bruce,"Henty, G. A. (George Alfred)",1832.0,1902.0,['en'],118.0,"{'Adventure and adventurers -- Fiction', 'Scotland -- History -- Robert I, 1306-1329 -- Fiction', 'Robert I, King of Scots, 1274-1329 -- Fiction', 'Wallace, William, Sir, -1305 -- Fiction', 'Scotland -- History -- War of Independence, 1285-1371 -- Fiction'}",Text,1
PG4794,Dawn,"Adams, H. A., Mrs.",,,['en'],11.0,{'Fiction'},Text,1
PG4795,"The Circassian Slave, or, the Sultan's favorite : a story of Constantinople and the Caucasus","Ballou, Maturin Murray",1820.0,1895.0,['en'],15.0,{'Fiction'},Text,1
PG4796,"Jack Tier; Or, The Florida Reef","Cooper, James Fenimore",1789.0,1851.0,['en'],31.0,"{'Florida -- Fiction', 'Sea stories', 'Mexican War, 1846-1848 -- Fiction', 'Historical fiction'}",Text,1
PG4903,"Hilda Wade, a Woman with Tenacity of Purpose","Allen, Grant",1848.0,1899.0,['en'],27.0,{'Fiction'},Text,1
PG4905,Galusha the Magnificent,"Lincoln, Joseph Crosby",1870.0,1944.0,['en'],17.0,"{'Humorous stories', 'Cape Cod (Mass.) -- Fiction', 'Archaeologists -- Fiction'}",Text,1
PG4911,Wacousta : a tale of the Pontiac conspiracy — Volume 3,"Richardson, Major (John)",1796.0,1852.0,['en'],31.0,"{""Pontiac's Conspiracy, 1763-1765 -- Fiction""}",Text,1
PG4912,Wacousta : a tale of the Pontiac conspiracy (Complete),"Richardson, Major (John)",1796.0,1852.0,['en'],7.0,"{""Pontiac's Conspiracy, 1763-1765 -- Fiction""}",Text,1
PG4915,The Heart of Rachael,"Norris, Kathleen Thompson",1880.0,1966.0,['en'],20.0,"{'Married women -- Fiction', 'Divorce -- Fiction'}",Text,1
PG4916,Undertow,"Norris, Kathleen Thompson",1880.0,1966.0,['en'],5.0,"{'Finance, Personal -- Fiction', 'Families -- Fiction', 'Marriage -- Fiction'}",Text,1
PG4917,The Kellys and the O'Kellys,"Trollope, Anthony",1815.0,1882.0,['en'],37.0,"{'Landlord and tenant -- Fiction', 'Landowners -- Fiction', 'Domestic fiction', 'Land tenure -- Fiction', 'Ireland -- Fiction'}",Text,1
PG4918,The Lilac Sunbonnet: A Love Story,"Crockett, S. R. (Samuel Rutherford)",1860.0,1914.0,['en'],6.0,"{'Love stories', 'Fiction'}",Text,1
PG4922,Bar-20 Days,"Mulford, Clarence Edward",1883.0,1956.0,['en'],47.0,"{'Cassidy, Hopalong (Fictitious character) -- Fiction', 'Western stories'}",Text,1
PG4923,King Midas: a Romance,"Sinclair, Upton",1878.0,1968.0,['en'],13.0,{'Fiction'},Text,1
PG4929,The Fashionable Adventures of Joshua Craig: A Novel,"Phillips, David Graham",1867.0,1911.0,['en'],10.0,"{'Fiction', 'Adventure stories'}",Text,1
PG4930,Paste Jewels,"Bangs, John Kendrick",1862.0,1922.0,['en'],12.0,"{'Domestic fiction, American', 'United States -- Social life and customs -- 19th century -- Fiction', 'Married people -- United States -- Fiction'}",Text,1
PG4933,L'Escalier d'Or,"Jaloux, Edmond",1878.0,1949.0,['fr'],5.0,{'Fiction'},Text,1
PG4944,"Scenes and Characters, or, Eighteen Months at Beechcroft","Yonge, Charlotte M. (Charlotte Mary)",1823.0,1901.0,['en'],15.0,"{'Domestic fiction', 'England -- Social life and customs -- 19th century -- Fiction'}",Text,1
PG4946,Madame Midas,"Hume, Fergus",1859.0,1932.0,['en'],11.0,"{'Australia -- Fiction', 'Mineral industries -- Australia -- Fiction'}",Text,1
PG4947,Sisters,"Norris, Kathleen Thompson",1880.0,1966.0,['en'],24.0,"{'Domestic fiction', 'Sisters -- Fiction', 'California -- Fiction'}",Text,1
PG4948,"Love, the Fiddler","Osbourne, Lloyd",1868.0,1947.0,['en'],2.0,"{'Manners and customs -- Fiction', 'Short stories, American'}",Text,1
PG4954,"Laicus; Or, the Experiences of a Layman in a Country Parish.","Abbott, Lyman",1835.0,1922.0,['en'],5.0,"{'New York (State) -- Fiction', 'Parishes -- Fiction', 'Christian fiction'}",Text,1
PG4955,Leah Mordecai: A Novel,"Abbott, Belle K. (Belle Kendrick)",,,['en'],18.0,{'Fiction'},Text,1
PG4956,The Duke's Prize; a Story of Art and Heart in Florence,"Ballou, Maturin Murray",1820.0,1895.0,['en'],9.0,{'Florence (Italy) -- Fiction'},Text,1
PG4957,"The Heart's Secret; Or, the Fortunes of a Soldier: a Story of Love and the Low Latitudes.","Ballou, Maturin Murray",1820.0,1895.0,['en'],4.0,{'Cuba -- Fiction'},Text,1
PG4958,"Justice in the By-Ways, a Tale of Life","Adams, F. Colburn (Francis Colburn)",,,['en'],5.0,"{'Slavery -- Fiction', 'Charleston (S.C.) -- History -- 1775-1865 -- Fiction'}",Text,1
PG4961,Our Mr. Wrenn: The Romantic Adventures of a Gentle Man,"Lewis, Sinclair",1885.0,1951.0,['en'],35.0,"{'Man-woman relationships -- Fiction', 'Love stories', 'Middle-aged men -- United States -- Fiction', 'Courtship -- Fiction'}",Text,1
PG4964,"Waverley; Or, 'Tis Sixty Years Since — Volume 1","Scott, Walter",1771.0,1832.0,['en'],5.0,"{'Jacobite Rebellion, 1745-1746 -- Fiction', 'Historical fiction'}",Text,1
